shell,profile_id,first_size,second_size,rest_size,nnls_linf_residual,nnls_l2_residual,nnls_reported_resnorm,nnls_nonzero_coefficients,max_scaled_coefficient,status,scale_max_abs_gap_coeff
12,0,0,0,24,0.0,0.0,0.0,0,0.0,PASS_NUMERICAL,
12,1,0,1,23,1.3877787807814457e-17,3.341163683248134e-17,3.4169970082461376e-17,11,0.5492787406931853,PASS_NUMERICAL,
12,2,0,2,22,2.220446049250313e-16,2.9943058462675683e-16,1.8450822444253788e-17,11,0.6788100393929328,PASS_NUMERICAL,
12,3,0,3,21,4.440892098500626e-16,6.348292368757731e-16,9.861563059847535e-17,11,0.8691435919867624,PASS_NUMERICAL,
12,4,0,4,20,8.881784197001252e-16,1.1444122957982962e-15,4.666824623927517e-17,11,1.24859526112744,PASS_NUMERICAL,
12,5,0,5,19,8.326672684688674e-16,1.2530044582716462e-15,5.5122912309454354e-17,11,1.3179466806990432,PASS_NUMERICAL,
12,6,0,6,18,9.43689570931383e-16,1.234680558513197e-15,5.443099076342777e-16,11,1.3569166100543455,PASS_NUMERICAL,
12,7,0,6,18,1.1102230246251563e-15,1.4361069624033584e-15,5.732469892147603e-16,11,1.3128784179687478,PASS_NUMERICAL,
12,8,0,7,17,5.551115123125784e-16,7.899004664249434e-16,3.8199758194800487e-16,11,1.4912869912800495,PASS_NUMERICAL,
12,9,0,7,17,7.095019016745141e-16,1.3853110811542e-15,5.704460701370567e-16,11,1.45231245587719,PASS_NUMERICAL,
12,10,0,8,16,1.3322676295501878e-15,2.1485929765308867e-15,4.797213417627386e-16,11,1.895030142227996,PASS_NUMERICAL,
12,11,0,8,16,1.3322676295501878e-15,2.371977763109836e-15,5.37586164923244e-16,11,1.8383782959914623,PASS_NUMERICAL,
12,12,0,8,16,8.881784197001252e-16,1.8426576702421565e-15,3.8343611355344494e-16,11,1.6413665743305617,PASS_NUMERICAL,
12,13,0,9,15,1.5543122344752194e-15,2.1192494473545675e-15,2.780428180661859e-16,11,1.7106991947775323,PASS_NUMERICAL,
12,14,0,9,15,1.0269562977782698e-15,1.6083525311504342e-15,3.082718077159692e-16,11,1.71828724254261,PASS_NUMERICAL,
12,15,0,9,15,1.3322676295501878e-15,2.093485171973225e-15,9.628403686162853e-16,11,1.608429972330726,PASS_NUMERICAL,
12,16,0,10,14,1.0824674490095276e-15,2.1827839806059533e-15,2.2322402446552945e-16,11,1.6194096473043027,PASS_NUMERICAL,
12,17,0,10,14,1.2073675392798577e-15,1.7161109541792218e-15,2.0510765153623862e-16,11,1.697512175577105,PASS_NUMERICAL,
12,18,0,10,14,1.3322676295501878e-15,2.215529742174176e-15,1.4686302826815975e-16,11,1.577198588472007,PASS_NUMERICAL,
12,19,0,11,13,1.0963452368173419e-15,2.0297701895451738e-15,4.0746948095982263e-16,11,1.704606881473136,PASS_NUMERICAL,
12,20,0,11,13,8.049116928532385e-16,1.655679329204218e-15,5.086036109964289e-16,11,1.7766604389983034,PASS_NUMERICAL,
12,21,0,11,13,8.430756093247282e-16,1.5659592502833173e-15,5.280676583008605e-16,11,1.748761263185839,PASS_NUMERICAL,
12,22,0,12,12,8.881784197001252e-16,1.5992066976280574e-15,7.381352255862461e-16,11,1.821566110397944,PASS_NUMERICAL,
12,23,0,12,12,9.992007221626409e-16,1.71220636574529e-15,1.2588276169709928e-16,11,1.940746753246751,PASS_NUMERICAL,
12,24,0,12,12,1.3322676295501878e-15,2.251155730417453e-15,9.6739468272594e-17,11,1.9858333333333325,PASS_NUMERICAL,
12,25,0,12,12,1.0685896612017132e-15,1.8971405002845518e-15,2.0197133588308064e-16,11,2.025337837837835,PASS_NUMERICAL,
12,26,0,12,12,1.7763568394002505e-15,3.224160268759545e-15,1.685332425065301e-16,11,2.1093749999999987,PASS_NUMERICAL,
12,27,0,13,11,8.881784197001252e-16,1.6635894832764825e-15,8.632662808700721e-17,11,1.7046068814731377,PASS_NUMERICAL,
12,28,0,13,11,9.71445146547012e-16,1.5599703779868665e-15,2.924986676857e-16,11,1.7766604389983052,PASS_NUMERICAL,
12,29,0,13,11,9.922618282587337e-16,1.7531650766390938e-15,2.9004528137563163e-16,11,1.748761263185841,PASS_NUMERICAL,
12,30,0,14,10,9.194034422677078e-16,1.4652729363115916e-15,3.009910108530154e-16,11,1.6194096473043045,PASS_NUMERICAL,
12,31,0,14,10,9.749145934989656e-16,1.5263047342135661e-15,3.141435437072326e-16,11,1.697512175577106,PASS_NUMERICAL,
12,32,0,14,10,9.037909309839165e-16,1.1941687695566938e-15,4.471505236451118e-16,11,1.5771985884720068,PASS_NUMERICAL,
12,33,0,15,9,8.621575675604731e-16,1.6267582517353525e-15,1.1731541444844708e-16,11,1.7106991947775343,PASS_NUMERICAL,
12,34,0,15,9,8.153200337090993e-16,1.2457875228929564e-15,1.4001128080570974e-16,11,1.7182872425426128,PASS_NUMERICAL,
12,35,0,15,9,7.45931094670027e-16,1.278407093534922e-15,3.451686174415386e-16,11,1.6084299723307278,PASS_NUMERICAL,
12,36,0,16,8,1.3322676295501878e-15,1.8410123705850428e-15,5.714564862635048e-16,11,1.895030142228,PASS_NUMERICAL,
12,37,0,16,8,8.040443311152501e-16,1.6284214515823505e-15,3.0346635443527326e-16,11,1.838378295991464,PASS_NUMERICAL,
12,38,0,16,8,6.080205783298709e-16,1.0648696358768218e-15,3.2063170634057246e-16,11,1.6413665743305603,PASS_NUMERICAL,
12,39,0,17,7,6.661338147750939e-16,1.2189521963692764e-15,3.4810067463827893e-16,11,1.4912869912800504,PASS_NUMERICAL,
12,40,0,17,7,7.680488189887313e-16,9.76273150578767e-16,1.9480446520566162e-16,11,1.4523124558771905,PASS_NUMERICAL,
12,41,0,18,6,6.675432775993251e-16,8.120222269452204e-16,2.244325063284845e-16,11,1.356916610054347,PASS_NUMERICAL,
12,42,0,18,6,7.885402400487075e-16,1.1208018649630395e-15,3.528706178717131e-16,11,1.3128784179687492,PASS_NUMERICAL,
12,43,0,19,5,7.486416001012408e-16,1.1028323599661795e-15,1.1615977336253584e-16,11,1.317946680699043,PASS_NUMERICAL,
12,44,0,20,4,6.661338147750939e-16,1.311462246893358e-15,5.497708841095267e-17,11,1.2485952611274385,PASS_NUMERICAL,
12,45,0,21,3,4.616566731761168e-16,8.325312444291118e-16,3.6591813355738776e-16,11,0.8691435919867622,PASS_NUMERICAL,
12,46,0,22,2,4.440892098500626e-16,7.0026050793583e-16,2.4278540201961545e-16,11,0.6788100393929327,PASS_NUMERICAL,
12,47,0,23,1,2.220446049250313e-16,3.3096486286590733e-16,1.1495060048426558e-16,11,0.5492787406931853,PASS_NUMERICAL,
12,48,0,24,0,0.0,0.0,0.0,0,0.0,PASS_NUMERICAL,
12,49,1,0,23,2.220446049250313e-16,2.7497669489554267e-16,3.523110695212776e-17,11,0.5492787406931854,PASS_NUMERICAL,
12,50,1,1,22,3.3306690738754696e-16,5.310482480628583e-16,3.2541609592050907e-17,72,0.5844546692533108,PASS_NUMERICAL,
12,51,1,2,21,2.7755575615628914e-16,4.147174353298715e-16,1.434178950949414e-16,77,0.6034656491734283,PASS_NUMERICAL,
12,52,1,3,20,6.661338147750939e-16,1.1231497637735861e-15,2.411541546255177e-16,79,0.8246728616766325,PASS_NUMERICAL,
12,53,1,4,19,4.440892098500626e-16,7.249456190749934e-16,9.360128927312452e-17,68,1.0521648568318107,PASS_NUMERICAL,
12,54,1,5,18,1.9984014443252818e-15,3.1500971827538647e-15,5.006036676732507e-16,72,2.128789884601731,PASS_NUMERICAL,
12,55,1,5,18,1.3322676295501878e-15,2.5209905931847654e-15,2.6464279458929474e-16,70,1.957684154375664,PASS_NUMERICAL,
12,56,1,6,17,1.3322676295501878e-15,2.814946642639488e-15,2.646586092702233e-16,72,1.7889222677476375,PASS_NUMERICAL,
12,57,1,6,17,1.2212453270876722e-15,2.6524069053222444e-15,7.016847156009297e-16,73,2.256615402472859,PASS_NUMERICAL,
12,58,1,6,17,1.3322676295501878e-15,2.3209136955011178e-15,4.1375367819035254e-16,73,1.4709343817114735,PASS_NUMERICAL,
12,59,1,7,16,1.4432899320127037e-15,2.5503078660140146e-15,6.712022407960104e-16,77,1.9079234771644689,PASS_NUMERICAL,
12,60,1,7,16,1.3322676295501878e-15,2.2777256615898644e-15,8.10936474333316e-17,74,1.987730513676048,PASS_NUMERICAL,
12,61,1,7,16,7.771561172376097e-16,1.2953391069235062e-15,3.226577465372258e-16,69,1.8409575928176736,PASS_NUMERICAL,
12,62,1,7,16,6.106226635438361e-16,1.3222942386157257e-15,4.081774281969937e-16,77,1.0220967049213272,PASS_NUMERICAL,
12,63,1,8,15,1.4432899320127037e-15,2.421696513725604e-15,3.7816743115385956e-16,78,1.985371946088313,PASS_NUMERICAL,
12,64,1,8,15,1.6653345369377348e-15,3.0183217854462308e-15,6.445307044259351e-16,75,1.9711387189929404,PASS_NUMERICAL,
12,65,1,8,15,1.2212453270876722e-15,2.1995835019451723e-15,1.604758298751527e-16,74,1.9905157220113732,PASS_NUMERICAL,
12,66,1,8,15,6.938893903907228e-16,1.2072426577754112e-15,4.534520025775885e-16,69,1.0459909176301267,PASS_NUMERICAL,
12,67,1,8,15,1.3322676295501878e-15,2.483276935331017e-15,3.4409187567445004e-16,76,2.403498293081878,PASS_NUMERICAL,
12,68,1,9,14,1.5543122344752194e-15,3.198558738344242e-15,1.7992048275966871e-16,73,2.101263261099372,PASS_NUMERICAL,
12,69,1,9,14,2.3037127760972002e-15,3.58897087046396e-15,6.0291666341064915e-16,75,2.2642508282355003,PASS_NUMERICAL,
12,70,1,9,14,2.220446049250313e-15,3.5372556180648952e-15,8.079289894665076e-16,76,2.280971145253183,PASS_NUMERICAL,
12,71,1,9,14,1.7763568394002505e-15,2.81186378391518e-15,9.081691054324765e-16,76,2.126179153536573,PASS_NUMERICAL,
12,72,1,9,14,1.3322676295501878e-15,2.3055429855807115e-15,3.4850912371948003e-16,75,2.0629604004701623,PASS_NUMERICAL,
12,73,1,10,13,1.3322676295501878e-15,2.8827132968955997e-15,3.305450080421031e-16,77,2.192968546457607,PASS_NUMERICAL,
12,74,1,10,13,7.771561172376097e-16,2.2467260895843228e-15,2.8915832368133366e-16,77,2.2629943222895337,PASS_NUMERICAL,
12,75,1,10,13,1.1657341758564144e-15,2.066719914178454e-15,4.568082663950524e-16,74,2.096386890355278,PASS_NUMERICAL,
12,76,1,10,13,1.5265566588595902e-15,2.69142539372602e-15,2.1074001152116847e-16,74,2.108506731611297,PASS_NUMERICAL,
12,77,1,10,13,1.7208456881689926e-15,2.69240498492212e-15,3.044130503274912e-16,76,2.2022831327958743,PASS_NUMERICAL,
12,78,1,11,12,9.992007221626409e-16,1.9236431638881318e-15,3.608955117025031e-16,81,1.2003734492613676,PASS_NUMERICAL,
12,79,1,11,12,1.5543122344752194e-15,2.7411464659192945e-15,4.2027911405479294e-16,77,2.3184479870489,PASS_NUMERICAL,
12,80,1,11,12,2.1094237467877974e-15,3.766681235470185e-15,4.932289013826183e-16,74,2.3382567376896497,PASS_NUMERICAL,
12,81,1,11,12,1.873501354054952e-15,2.737648165977498e-15,4.926084956374606e-16,73,2.304497114612366,PASS_NUMERICAL,
12,82,1,11,12,1.8318679906315083e-15,3.1418481377040617e-15,5.704932034059303e-16,80,2.292605605556221,PASS_NUMERICAL,
12,83,1,11,12,3.1086244689504387e-15,4.447366181903191e-15,6.124452643465642e-16,77,2.5526478850743035,PASS_NUMERICAL,
12,84,1,11,12,1.817990202823694e-15,2.3655177334803875e-15,4.636588788037079e-16,69,2.1670328903954066,PASS_NUMERICAL,
12,85,1,12,11,2.664535259100376e-15,4.435606128316212e-15,5.78702753014103e-16,76,2.548728488150251,PASS_NUMERICAL,
12,86,1,12,11,2.7755575615628917e-15,4.015239905105337e-15,9.42555624664576e-16,72,2.287628823952877,PASS_NUMERICAL,
12,87,1,12,11,1.6653345369377348e-15,3.620721605569366e-15,6.034385694658881e-16,74,2.3399214514844893,PASS_NUMERICAL,
12,88,1,12,11,1.7486012637846217e-15,3.663236414477224e-15,8.951742183996934e-16,72,2.314495012237579,PASS_NUMERICAL,
12,89,1,12,11,1.3461454173580025e-15,2.3606813775602028e-15,5.99968257717647e-16,73,2.2562031523792623,PASS_NUMERICAL,
12,90,1,12,11,1.6653345369377348e-15,2.9526234299550586e-15,4.808892085369672e-16,69,2.1670099666805878,PASS_NUMERICAL,
12,91,1,12,11,1.27675647831893e-15,1.9645928815000014e-15,4.42370339027562e-16,72,1.194573931985998,PASS_NUMERICAL,
12,92,1,13,10,8.881784197001252e-16,2.1258290682857625e-15,1.94312774907651e-16,80,2.090350736529441,PASS_NUMERICAL,
12,93,1,13,10,2.4702462297909733e-15,3.641813767691656e-15,3.074432654775244e-16,74,2.220946972353861,PASS_NUMERICAL,
12,94,1,13,10,1.7763568394002505e-15,3.238824989176039e-15,7.51232863171561e-16,80,2.202486116770704,PASS_NUMERICAL,
12,95,1,13,10,1.4432899320127037e-15,2.652286795779291e-15,3.9476965136085534e-16,68,2.046279273355664,PASS_NUMERICAL,
12,96,1,13,10,1.3322676295501878e-15,2.9529083782221564e-15,6.147635580339338e-16,73,2.1929787603775197,PASS_NUMERICAL,
12,97,1,14,9,1.7763568394002505e-15,2.9478725082975935e-15,5.883381090946253e-16,78,2.2837240024000875,PASS_NUMERICAL,
12,98,1,14,9,2.664535259100376e-15,4.233596430198944e-15,3.023320372497573e-16,74,2.26423025377289,PASS_NUMERICAL,
12,99,1,14,9,1.3322676295501878e-15,2.4806828924991167e-15,4.657373041223557e-16,73,2.1018222606697563,PASS_NUMERICAL,
12,100,1,14,9,1.054711873393899e-15,2.626670424278431e-15,4.927900959679826e-16,75,2.062388658981426,PASS_NUMERICAL,
12,101,1,14,9,9.992007221626409e-16,2.185903713952652e-15,3.579782736709239e-16,75,2.1241501624739416,PASS_NUMERICAL,
12,102,1,15,8,7.771561172376097e-16,1.7599109774145153e-15,3.686975975823449e-17,73,1.988187319295281,PASS_NUMERICAL,
12,103,1,15,8,1.2212453270876722e-15,2.1426246693629282e-15,2.43128688275687e-16,75,1.992508154609968,PASS_NUMERICAL,
12,104,1,15,8,2.1094237467877974e-15,2.8822187920825904e-15,5.558501138254991e-17,75,2.0042856892478293,PASS_NUMERICAL,
12,105,1,15,8,1.1397133237167625e-15,1.937957422634854e-15,6.564606856987505e-17,75,2.3843354251060926,PASS_NUMERICAL,
12,106,1,15,8,5.551115123125784e-16,1.1202929596233692e-15,1.1374999937196178e-16,69,1.045990917630123,PASS_NUMERICAL,
12,107,1,16,7,1.5009694875889325e-15,2.516297170868589e-15,1.731271196664919e-16,68,1.8857078369675897,PASS_NUMERICAL,
12,108,1,16,7,1.2897669043887559e-15,2.2348829481828668e-15,4.776407258423683e-16,73,1.8313662955833032,PASS_NUMERICAL,
12,109,1,16,7,8.881784197001252e-16,1.7022209704640633e-15,1.6890758791277064e-16,80,1.0220974661441793,PASS_NUMERICAL,
12,110,1,16,7,1.1666015375944028e-15,1.783051370349896e-15,3.0968998082359027e-16,74,1.987730513676038,PASS_NUMERICAL,
12,111,1,17,6,1.3908145468644049e-15,1.9616737176954737e-15,4.7399152020341445e-16,72,2.256845365924593,PASS_NUMERICAL,
12,112,1,17,6,7.771561172376097e-16,1.553410296048985e-15,2.6715488752272725e-16,76,1.4711585764097488,PASS_NUMERICAL,
12,113,1,17,6,1.7763568394002505e-15,3.006847603157033e-15,3.3174375004464554e-16,70,1.6181405028149425,PASS_NUMERICAL,
12,114,1,18,5,1.3322676295501878e-15,2.546814789277651e-15,3.914368760086568e-16,69,2.0404221931112088,PASS_NUMERICAL,
12,115,1,18,5,1.7763568394002505e-15,2.6284551492545625e-15,5.077877241599296e-16,76,2.066964461661785,PASS_NUMERICAL,
12,116,1,19,4,3.3306690738754696e-16,6.665611835173377e-16,1.4079194376479507e-16,68,1.0521648568318096,PASS_NUMERICAL,
12,117,1,20,3,4.611298186829246e-16,8.510727847124088e-16,6.072537884341047e-17,78,0.8334741109311292,PASS_NUMERICAL,
12,118,1,21,2,5.551115123125784e-16,7.953214189583488e-16,2.1092275950545312e-16,77,0.6034654231320346,PASS_NUMERICAL,
12,119,1,22,1,3.022914078520502e-16,4.772051511836957e-16,1.2403926996798787e-16,78,0.5843895887035895,PASS_NUMERICAL,
12,120,1,23,0,5.551115123125783e-17,6.202887564773962e-17,1.9929887727598927e-16,11,0.5492787406931853,PASS_NUMERICAL,
12,121,2,0,22,2.220446049250313e-16,2.886097549958722e-16,2.489107522922981e-17,11,0.6788100393929327,PASS_NUMERICAL,
12,122,2,1,21,2.220446049250313e-16,4.049974804642271e-16,2.4957762389922998e-17,78,0.6034654231320368,PASS_NUMERICAL,
12,123,2,2,20,1.887379141862766e-15,2.2239279245009577e-15,6.408447194481384e-17,76,0.6137096808898744,PASS_NUMERICAL,
12,124,2,3,19,6.661338147750939e-16,1.0392170919698049e-15,1.1846219352813048e-16,79,0.9231569007150312,PASS_NUMERICAL,
12,125,2,4,18,9.992007221626409e-16,1.584783407823028e-15,3.011981199781198e-16,73,1.1490443080922903,PASS_NUMERICAL,
12,126,2,4,18,8.881784197001252e-16,1.592239327695759e-15,2.1620790907446586e-16,76,1.0909100355053212,PASS_NUMERICAL,
12,127,2,5,17,1.887379141862766e-15,3.200347449476664e-15,1.3738146266057563e-16,76,1.3789342801026014,PASS_NUMERICAL,
12,128,2,5,17,1.5543122344752194e-15,2.337994410464832e-15,4.232681831379485e-16,78,1.3252941702798875,PASS_NUMERICAL,
12,129,2,5,17,1.1102230246251563e-15,2.461198159458205e-15,7.80831480739156e-16,82,1.317718159769865,PASS_NUMERICAL,
12,130,2,6,16,1.0269562977782698e-15,2.344806783080011e-15,4.401858550869979e-16,74,1.1419912383063031,PASS_NUMERICAL,
12,131,2,6,16,8.881784197001252e-16,1.993803637519155e-15,4.0411213632777087e-16,78,1.1592388513192782,PASS_NUMERICAL,
12,132,2,6,16,9.298117831235686e-16,1.897417750443021e-15,1.833273603947207e-16,79,1.3739370029083544,PASS_NUMERICAL,
12,133,2,6,16,1.637578961322106e-15,2.554224762635779e-15,4.2046674719430166e-16,78,1.1961113749910184,PASS_NUMERICAL,
12,134,2,6,16,4.996003610813204e-16,1.1557710234916154e-15,4.6580270069480087e-17,75,0.7484015476304304,PASS_NUMERICAL,
12,135,2,7,15,1.1102230246251563e-15,2.208350486160768e-15,1.2256575181976158e-16,77,1.8893382070179183,PASS_NUMERICAL,
12,136,2,7,15,1.0408340855860845e-15,1.895412939438031e-15,1.279975316161463e-16,80,1.9392378466373328,PASS_NUMERICAL,
12,137,2,7,15,7.181755190543981e-16,2.011739717217388e-15,4.191738882386629e-17,75,1.8981741198513928,PASS_NUMERICAL,
12,138,2,7,15,8.881784197001252e-16,2.000989926079769e-15,2.7606409074692013e-16,69,1.6088732714001728,PASS_NUMERICAL,
12,139,2,7,15,1.3322676295501878e-15,2.391219424303927e-15,4.447398614550504e-16,72,1.7627552787735392,PASS_NUMERICAL,
12,140,2,7,15,1.1102230246251563e-15,2.2815947508784136e-15,3.534736064505472e-16,71,1.547909887773456,PASS_NUMERICAL,
12,141,2,8,14,1.0269562977782698e-15,2.238409448760562e-15,1.7475323512782524e-16,77,1.5333144529947749,PASS_NUMERICAL,
12,142,2,8,14,8.049116928532385e-16,2.036572571613847e-15,2.8541533302833423e-16,70,1.8019014308533667,PASS_NUMERICAL,
12,143,2,8,14,9.992007221626409e-16,2.0964280784973738e-15,2.3084035266763073e-16,76,1.9342951006657223,PASS_NUMERICAL,
12,144,2,8,14,2.7755575615628917e-15,3.869479636936731e-15,1.1385226434986464e-15,69,1.8296139564043203,PASS_NUMERICAL,
12,145,2,8,14,1.4432899320127037e-15,3.4022544338199027e-15,5.640581872488178e-16,76,1.840363705647369,PASS_NUMERICAL,
12,146,2,8,14,6.661338147750939e-16,1.162477479760893e-15,1.4334470600931271e-16,72,0.849347708047554,PASS_NUMERICAL,
12,147,2,8,14,1.3322676295501878e-15,2.2914993072353573e-15,6.593603073764697e-16,76,1.5874727234713109,PASS_NUMERICAL,
12,148,2,8,14,8.881784197001252e-16,1.860941700857999e-15,3.701278150305627e-16,78,1.910270028597416,PASS_NUMERICAL,
12,149,2,9,13,2.664535259100376e-15,3.787412935945387e-15,3.720343311288178e-16,77,2.0886424666191794,PASS_NUMERICAL,
12,150,2,9,13,1.1102230246251563e-15,2.358358724838105e-15,2.8822091811627723e-16,80,1.707140095807616,PASS_NUMERICAL,
12,151,2,9,13,1.27675647831893e-15,3.221407623246029e-15,1.0493305109040154e-16,79,1.7121326564787314,PASS_NUMERICAL,
12,152,2,9,13,1.1102230246251563e-15,2.0478628090474165e-15,9.707625913857195e-17,76,1.7890513444768947,PASS_NUMERICAL,
12,153,2,9,13,1.2490009027033013e-15,2.1561662908425223e-15,1.7141384044173579e-16,73,1.688679033484502,PASS_NUMERICAL,
12,154,2,9,13,8.881784197001252e-16,2.2309617204235784e-15,3.1354894437190607e-16,80,1.6674851547843574,PASS_NUMERICAL,
12,155,2,9,13,1.3322676295501878e-15,2.608593884603776e-15,2.161791566569768e-16,74,1.6088015382082637,PASS_NUMERICAL,
12,156,2,9,13,7.771561172376097e-16,1.7273477080824957e-15,2.2972532233507984e-16,78,1.7766441462798448,PASS_NUMERICAL,
12,157,2,10,12,4.996003610813204e-16,1.1546606114434737e-15,1.6931094762485446e-16,75,0.8004869129781972,PASS_NUMERICAL,
